54,33,,,,,
56,33,,,,,
58,33,,,,,
60,33,,,,,
61,33,,,,,
63,33,,,,,
65,33,,,,,
67,33,,,,,
68,33,,,,,
70,33,,,,,
72,33,,,,,
74,33,,,,,
75,33,,,,,
77,33,,,,,
78,33,,,,,
79,33,,,,,
81,33,,,,,
82,33,,,,,
84,33,,,,,
85,33,,,,,
87,33,,,,,
88,33,,,,,
89,33,,,,,
90,33,,,,,
91,33,,,,,
92,33,,,,,
92,33,,,,,
92,33,,,,,
92,33,,,,,
93,33,,,,,
93,33,,,,,
93,33,,,,,
94,33,,,,,
94,33,,,,,
95,33,,,,,
97,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
98,33,,,,,
97,33,,,,,
96,33,,,,,
95,33,,,,,
94,33,,,,,
94,33,,,,,
94,33,,,,,
94,33,,,,,
94,33,,,,,
92,33,,,,,
92,33,,,,,
91,33,,,,,
91,33,,,,,
91,33,,,,,
91,33,,,,,
91,33,,,,,
91,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
90,33,,,,,
